completion_id,employee_id,program_id,completion_date,score,time_spent_hours
31,69,4,2024-01-02 06:00:00,82.30812121717882,8.393445037984755
32,818,47,2024-01-02 07:00:00,71.9879790272593,10.709082202293287
33,824,9,2024-01-02 08:00:00,73.19914604690575,8.257310736518033
34,452,19,2024-01-02 09:00:00,63.50937741453835,7.582557702666842
35,3,33,2024-01-02 10:00:00,72.78136866160958,12.94095468369821
36,341,18,2024-01-02 11:00:00,62.83417707143798,12.978929752609517
37,40,26,2024-01-02 12:00:00,80.04290613130458,12.57274967572243
38,323,39,2024-01-02 13:00:00,82.50241814285665,18.9170268990501
39,597,33,2024-01-02 14:00:00,69.80544009745296,18.08349683346519
40,560,14,2024-01-02 15:00:00,64.03060504984938,9.461278087699133
41,505,34,2024-01-02 16:00:00,90.92848926209662,13.96310730974116
42,958,23,2024-01-02 17:00:00,82.0859515697671,8.158263323556668
43,177,32,2024-01-02 18:00:00,96.5289720669097,11.266079929184066
44,136,7,2024-01-02 19:00:00,94.39346406820914,3.6995331599033117
45,874,39,2024-01-02 20:00:00,98.01406309654291,8.438115024509187
46,100,12,2024-01-02 21:00:00,76.04330780316467,13.59607966287739
47,381,6,2024-01-02 22:00:00,83.53919089698714,10.113735458075974
48,861,5,2024-01-02 23:00:00,70.72113143482761,5.656401794115181
49,181,3,2024-01-03 00:00:00,87.67732157976904,2.737169585198882
50,359,8,2024-01-03 01:00:00,84.39942128903397,12.251007227241224
51,866,39,2024-01-03 02:00:00,66.5245677735045,14.139854631440112
52,214,2,2024-01-03 03:00:00,61.82938808018231,15.095862476637018
53,631,37,2024-01-03 04:00:00,60.69964309822606,4.01592244046133
54,863,18,2024-01-03 05:00:00,70.58861174198537,17.284646174949362
55,412,7,2024-01-03 06:00:00,98.87013423831047,2.2142435442290127
56,291,30,2024-01-03 07:00:00,63.778382018417965,12.128392293028414
57,994,42,2024-01-03 08:00:00,68.72998790158739,15.627457142431286
58,589,32,2024-01-03 09:00:00,66.37055469442254,7.291459169336149
59,681,2,2024-01-03 10:00:00,74.56578925067382,2.6863219229891038
60,900,1,2024-01-03 11:00:00,62.508517365766444,15.550824668557993
61,107,15,2024-01-03 12:00:00,78.62213113750627,10.992638744936565
62,838,22,2024-01-03 13:00:00,87.15468390629101,17.969823456702883
63,577,39,2024-01-03 14:00:00,74.21560521899838,18.382484265945553
64,844,48,2024-01-03 15:00:00,86.95645209504218,18.541834056835572
65,419,34,2024-01-03 16:00:00,91.76148448320325,19.88973192176574
66,827,27,2024-01-03 17:00:00,97.01586206918327,12.574606402005912
67,395,50,2024-01-03 18:00:00,72.45296316219884,5.031887945366969
68,791,21,2024-01-03 19:00:00,93.6264049068428,12.07064721279413
69,718,20,2024-01-03 20:00:00,90.67380374762257,2.676971216573283
70,147,4,2024-01-03 21:00:00,98.20409344079548,2.7911910774984676
71,485,18,2024-01-03 22:00:00,66.07279444679375,11.586679012569444
72,272,34,2024-01-03 23:00:00,96.75900332321075,13.05328090618628
73,412,9,2024-01-04 00:00:00,91.41114651062352,12.299428082662027
74,766,41,2024-01-04 01:00:00,84.98757596316081,14.8309528033951
75,159,37,2024-01-04 02:00:00,69.80597370420371,11.44050257545596
76,181,40,2024-01-04 03:00:00,87.46592664780133,8.516530593064335
77,583,37,2024-01-04 04:00:00,82.22380798896023,8.161463760331419
78,366,41,2024-01-04 05:00:00,70.05409431573565,14.812927482783284
79,372,38,2024-01-04 06:00:00,69.36196511852322,7.943995517501163
80,155,10,2024-01-04 07:00:00,78.6800184532821,2.988789719650823
81,721,39,2024-01-04 08:00:00,73.35175292379508,6.001076597692715
82,391,47,2024-01-04 09:00:00,73.38596343579846,16.39612485927283
83,783,13,2024-01-04 10:00:00,96.48643346728605,11.180799491361327
84,256,37,2024-01-04 11:00:00,93.72594082809783,6.843887885611203
85,245,7,2024-01-04 12:00:00,65.93922407179208,12.491401792331686
86,360,6,2024-01-04 13:00:00,60.351875928336156,8.326910953113678
87,972,19,2024-01-04 14:00:00,95.80884554200577,18.122612095248495
88,951,47,2024-01-04 15:00:00,76.28397669882908,9.60946018754743
89,968,25,2024-01-04 16:00:00,90.72060747563971,13.526623958711372
90,130,10,2024-01-04 17:00:00,61.79888175415297,10.18631992720283
91,556,22,2024-01-04 18:00:00,64.70364171660626,10.472409095102005
92,187,39,2024-01-04 19:00:00,75.84040190012249,10.21529930241794
93,358,27,2024-01-04 20:00:00,89.12347102925581,5.79661855113003
94,696,23,2024-01-04 21:00:00,73.08253043357674,18.32377136709665
95,538,18,2024-01-04 22:00:00,88.72139507498729,10.141286528346773
96,435,50,2024-01-04 23:00:00,62.56001520621572,19.1146790203557
97,981,46,2024-01-05 00:00:00,83.88542357235215,14.458585710611956
98,825,2,2024-01-05 01:00:00,61.23558794910871,13.66313111340695
99,306,32,2024-01-05 02:00:00,61.00204994900301,11.031964903121333
100,781,10,2024-01-05 03:00:00,69.64521354232795,19.439526110040273
101,531,26,2024-01-05 04:00:00,91.35020717268675,8.021199843306407
102,466,32,2024-01-05 05:00:00,68.44855071888975,15.096702575669593
103,514,31,2024-01-05 06:00:00,71.45094217675808,5.871514423940521
104,52,10,2024-01-05 07:00:00,93.60251935147367,6.827828894422064
105,941,50,2024-01-05 08:00:00,65.59813087231663,11.978400159548276
106,886,33,2024-01-05 09:00:00,65.05851194067402,8.269864085068576
107,746,36,2024-01-05 10:00:00,88.7830705682986,10.918174737986602
108,305,50,2024-01-05 11:00:00,85.61462693400117,6.063180458466145
109,57,11,2024-01-05 12:00:00,73.22863055578159,7.930340319324655
110,988,33,2024-01-05 13:00:00,98.4683095233865,6.050049439346137
111,946,28,2024-01-05 14:00:00,87.17114426085729,4.6213334070199386
112,343,14,2024-01-05 15:00:00,81.98516096675363,12.318088703610476
113,516,20,2024-01-05 16:00:00,69.36820047036738,3.7815174039985506
114,68,40,2024-01-05 17:00:00,61.42339284921806,15.224269853019432
115,140,12,2024-01-05 18:00:00,87.4956864861707,18.835632827322915
116,662,33,2024-01-05 19:00:00,86.62419259225754,14.800205735983042
117,474,7,2024-01-05 20:00:00,96.38183571696929,8.787589387930927
118,616,22,2024-01-05 21:00:00,71.1667912167802,5.277743266830135
119,490,16,2024-01-05 22:00:00,70.06058101682689,18.049275830591522
120,355,17,2024-01-05 23:00:00,99.52781529734015,15.264999670619336
121,4,31,2024-01-06 00:00:00,88.6290635557053,6.575578599361658
122,908,3,2024-01-06 01:00:00,99.79756351301629,17.341869873178787
123,260,23,2024-01-06 02:00:00,90.185342454113,6.999611701316813
124,756,3,2024-01-06 03:00:00,76.95499108502811,7.317099331479816
125,223,37,2024-01-06 04:00:00,60.6855061223188,10.666540938544362
126,263,9,2024-01-06 05:00:00,86.48906043746805,16.38635739433338
127,266,47,2024-01-06 06:00:00,71.80786478484308,4.972526157830954
128,88,26,2024-01-06 07:00:00,94.68160231512718,4.896783939225928
129,15,25,2024-01-06 08:00:00,74.36945160864428,3.887807149882695
130,999,19,2024-01-06 09:00:00,93.6791950209573,13.35094074903111
131,468,37,2024-01-06 10:00:00,62.21757628265283,10.363826089731804
132,890,38,2024-01-06 11:00:00,99.58394939412534,14.22893766477222
133,199,49,2024-01-06 12:00:00,92.18191466042526,4.232715285209549
134,141,7,2024-01-06 13:00:00,77.08516752909331,8.467856843424077
135,439,16,2024-01-06 14:00:00,60.379084291753024,10.775267763037785
136,540,48,2024-01-06 15:00:00,67.00220560775321,15.344823566042425
137,807,6,2024-01-06 16:00:00,96.97004143045982,18.935382114755914
138,402,40,2024-01-06 17:00:00,92.25757108122964,11.51843481423659
139,958,18,2024-01-06 18:00:00,82.11103111523232,19.371237828953113
140,879,27,2024-01-06 19:00:00,73.8656106216412,17.578717971622844
141,843,27,2024-01-06 20:00:00,94.8743812195932,7.766900263875671
142,868,11,2024-01-06 21:00:00,82.18005938316318,9.137449758581283
143,629,44,2024-01-06 22:00:00,68.33539465213215,11.851584246562812
144,100,17,2024-01-06 23:00:00,90.35197520816486,4.316663176162974
145,194,5,2024-01-07 00:00:00,86.73963231509698,11.187045384639541
146,816,40,2024-01-07 01:00:00,75.43593098874774,10.40108520611364
147,494,47,2024-01-07 02:00:00,61.51374494308295,6.621034496197025
148,17,39,2024-01-07 03:00:00,65.87057562471692,19.6784511314995
149,646,32,2024-01-07 04:00:00,84.85691654063916,6.616392540613459
150,361,31,2024-01-07 05:00:00,95.37353025338203,13.031180695506347
151,110,30,2024-01-07 06:00:00,69.8363845473068,3.8601743489336613
152,87,18,2024-01-07 07:00:00,74.13659268782793,10.114944667413527
153,47,38,2024-01-07 08:00:00,86.71328078839437,17.744756698338772
154,272,3,2024-01-07 09:00:00,94.79874517182984,9.427955194526414
155,316,49,2024-01-07 10:00:00,98.46761705229162,2.811299559069387
156,297,50,2024-01-07 11:00:00,61.19310592063436,7.897525341132122
157,410,8,2024-01-07 12:00:00,72.41089448698241,13.15483653573908
158,302,30,2024-01-07 13:00:00,84.74118814194642,19.282174038357166
159,434,20,2024-01-07 14:00:00,66.04214115467872,8.643914031943329
160,769,16,2024-01-07 15:00:00,68.49498812641644,2.2634666224567823
161,420,20,2024-01-07 16:00:00,95.99465449698417,17.284367525182944
162,926,22,2024-01-07 17:00:00,76.09086286651923,5.254443802594435
163,386,10,2024-01-07 18:00:00,77.98483141543329,19.835614748190785
164,980,22,2024-01-07 19:00:00,77.38797580824972,6.110717264813678
165,837,38,2024-01-07 20:00:00,87.40280893324731,13.827400251846415
166,927,37,2024-01-07 21:00:00,89.4679313287823,3.7498995992292286
167,904,21,2024-01-07 22:00:00,89.07023673319497,3.8063233041757
168,862,8,2024-01-07 23:00:00,91.00160241440351,2.715176197548214
169,487,3,2024-01-08 00:00:00,79.77503184159829,11.655338423204293
170,61,28,2024-01-08 01:00:00,82.05707195714183,13.21717908075774
171,322,26,2024-01-08 02:00:00,79.67461936573365,6.525006412315342
172,885,43,2024-01-08 03:00:00,90.90795260896601,17.02329199609899
173,767,5,2024-01-08 04:00:00,90.38884859365348,16.934688212911674
174,973,31,2024-01-08 05:00:00,60.78323079121583,10.021836248328924
175,324,20,2024-01-08 06:00:00,72.80053220468122,9.548798307638918
176,813,48,2024-01-08 07:00:00,73.48048498139883,2.6557174828180745
177,820,8,2024-01-08 08:00:00,61.18529639351449,11.843432898424748
178,648,22,2024-01-08 09:00:00,92.54892635105226,18.693535718149004
179,999,40,2024-01-08 10:00:00,91.67978027567096,14.609039646969379
180,89,26,2024-01-08 11:00:00,60.40894785398398,17.67896129819738
181,967,14,2024-01-08 12:00:00,91.39744051461774,15.478412478883419
182,142,13,2024-01-08 13:00:00,88.27489642355775,7.618415546626267
183,413,11,2024-01-08 14:00:00,98.75836673935675,12.051108894572296
184,365,27,2024-01-08 15:00:00,62.814802312133494,10.617073854638551
185,320,13,2024-01-08 16:00:00,73.26508606339786,10.35368636706447
186,341,19,2024-01-08 17:00:00,86.07490121900634,18.995982489128092
187,933,14,2024-01-08 18:00:00,88.66530722897963,3.372318180299497
188,632,14,2024-01-08 19:00:00,64.70030336712857,19.46221357082364
189,497,7,2024-01-08 20:00:00,86.67300693100438,4.88266330943059
190,481,15,2024-01-08 21:00:00,98.58459811868113,4.668738804043551
191,378,30,2024-01-08 22:00:00,81.88087294777549,12.16282389435506
192,425,17,2024-01-08 23:00:00,79.67281367404951,8.224128384931811
193,473,18,2024-01-09 00:00:00,87.13528194360421,18.451011138272733
194,885,32,2024-01-09 01:00:00,96.44360730369293,6.690904838571797
195,763,19,2024-01-09 02:00:00,95.34963787357327,9.513685521524886
196,960,26,2024-01-09 03:00:00,60.6381134708633,2.894084688665234
197,59,17,2024-01-09 04:00:00,88.47187763849207,16.39682708771776
198,494,50,2024-01-09 05:00:00,89.78369682846795,5.806364013536797
199,78,28,2024-01-09 06:00:00,78.64735995305871,10.949066875004853
200,9,41,2024-01-09 07:00:00,75.75037446065302,14.218669014861243
201,207,21,2024-01-09 08:00:00,74.2451101981299,2.560615015250325
202,391,37,2024-01-09 09:00:00,76.66653495915727,11.92614031346578
203,66,43,2024-01-09 10:00:00,89.07420653942052,13.552453887824647
204,223,31,2024-01-09 11:00:00,95.09376225177377,6.272746086246821
205,199,7,2024-01-09 12:00:00,72.3667037166127,6.750866300871599
206,553,28,2024-01-09 13:00:00,79.07807207215512,13.248747638430448
207,888,41,2024-01-09 14:00:00,66.3129213974387,13.805590997599232
208,971,40,2024-01-09 15:00:00,86.08497283407583,3.8786952436066944
209,77,12,2024-01-09 16:00:00,74.27255458918378,13.331410356442348
210,461,6,2024-01-09 17:00:00,64.73147957104106,17.313872227632974
211,666,1,2024-01-09 18:00:00,88.41039509507426,12.396861561899327
212,491,45,2024-01-09 19:00:00,97.84681743038018,16.93847501086551
213,636,10,2024-01-09 20:00:00,63.3951440788052,18.13740853716377
214,498,12,2024-01-09 21:00:00,70.20882298819494,14.105455618687206
215,136,19,2024-01-09 22:00:00,63.69966060659894,15.578749302478897
216,782,4,2024-01-09 23:00:00,71.73124776842097,2.1538305239482654
217,429,8,2024-01-10 00:00:00,72.92506032589347,4.615985287113215
218,764,7,2024-01-10 01:00:00,72.63432238138836,14.10626052710119
219,258,9,2024-01-10 02:00:00,88.64404950845028,16.005289684484516
220,760,16,2024-01-10 03:00:00,87.51123045594358,12.617511648520223
221,682,24,2024-01-10 04:00:00,65.83256278572664,18.262403606416484
222,207,46,2024-01-10 05:00:00,76.12437687804905,19.559365810365147
223,441,27,2024-01-10 06:00:00,84.10804848020379,5.3691396807183605
224,472,11,2024-01-10 07:00:00,62.7888266818983,17.227597808960553
225,576,11,2024-01-10 08:00:00,83.69247139273696,15.114704640932938
226,482,28,2024-01-10 09:00:00,96.61372297902946,10.401610360535138
227,516,30,2024-01-10 10:00:00,92.06070185105764,9.5771120381782
228,18,24,2024-01-10 11:00:00,76.72412006965232,2.8108770463655275
229,89,41,2024-01-10 12:00:00,82.22865729666536,10.238779036101738
230,751,26,2024-01-10 13:00:00,85.43780774856296,11.577167856832666
231,216,19,2024-01-10 14:00:00,77.81154515686465,11.488682230809507
232,198,43,2024-01-10 15:00:00,69.71557067245779,16.063582066847523
233,610,42,2024-01-10 16:00:00,76.60006920973402,14.804962417813822
234,563,45,2024-01-10 17:00:00,88.2590534195277,15.65739997542978
235,358,15,2024-01-10 18:00:00,92.37100531275553,4.761709022439328
236,131,12,2024-01-10 19:00:00,95.16090691898262,12.050545865023171
237,659,27,2024-01-10 20:00:00,69.17254961159963,2.366053992219591
238,815,46,2024-01-10 21:00:00,60.237600407952854,8.083171345138732
239,558,30,2024-01-10 22:00:00,96.70726036964615,7.822709640915712
240,954,9,2024-01-10 23:00:00,93.68426652182934,19.526285116804566
241,932,36,2024-01-11 00:00:00,73.4238414578667,16.59598012713671
242,531,31,2024-01-11 01:00:00,81.53315936087826,11.68969536346078
243,476,42,2024-01-11 02:00:00,87.47349467830651,17.982563399581053
244,687,24,2024-01-11 03:00:00,92.95286501294758,2.491595659735741
245,951,22,2024-01-11 04:00:00,99.08878498031427,10.984495736483268
246,504,17,2024-01-11 05:00:00,72.41003746730968,4.451081653878836
247,74,49,2024-01-11 06:00:00,78.6264588834139,13.831218773767871
248,978,4,2024-01-11 07:00:00,63.73440587227848,5.3872965387512295
249,575,35,2024-01-11 08:00:00,97.54009246740969,9.98242413650724
250,708,27,2024-01-11 09:00:00,93.65556918145974,8.856746292634174
251,652,25,2024-01-11 10:00:00,77.57529362610939,19.895694540753787
252,411,34,2024-01-11 11:00:00,82.21299042421964,14.916153751113606
253,93,43,2024-01-11 12:00:00,75.77425066703252,11.142546394247024
254,460,24,2024-01-11 13:00:00,71.40426100580899,16.59907923688666
255,907,42,2024-01-11 14:00:00,60.61808952113851,16.044053128634012
256,900,42,2024-01-11 15:00:00,64.78833004111564,17.039072562983584
257,558,15,2024-01-11 16:00:00,69.90366494150099,4.899797612446803
258,635,30,2024-01-11 17:00:00,88.19367551076695,18.90078530497103
259,443,11,2024-01-11 18:00:00,83.29353240223114,8.638997241755295
260,188,10,2024-01-11 19:00:00,99.87391597385991,4.888614804438468
261,408,28,2024-01-11 20:00:00,87.12139628743063,15.270542780411729
262,282,7,2024-01-11 21:00:00,79.93703015494984,5.779502661465722
263,796,3,2024-01-11 22:00:00,65.15446911669966,16.649652061033933
264,442,19,2024-01-11 23:00:00,61.09301276870412,11.25624327786737
265,623,47,2024-01-12 00:00:00,73.34415769928322,7.824409659920977
266,508,15,2024-01-12 01:00:00,85.32668807478608,16.693653061335525
267,260,13,2024-01-12 02:00:00,68.07803820468293,7.7920396446766045
268,612,32,2024-01-12 03:00:00,85.05918240206259,3.0721600837616174
269,719,1,2024-01-12 04:00:00,84.81785799928176,2.201061960179155
270,342,8,2024-01-12 05:00:00,68.62922938244367,10.066595194382797
271,956,7,2024-01-12 06:00:00,88.96671166067654,9.972662496314394
272,503,39,2024-01-12 07:00:00,76.084166306326,10.145460254603929
273,433,8,2024-01-12 08:00:00,83.09965090255292,11.322618768094003
274,313,46,2024-01-12 09:00:00,67.04911169366417,5.5094774774438715
275,984,1,2024-01-12 10:00:00,70.19486611549982,9.728052860779206
276,856,2,2024-01-12 11:00:00,72.02828772699559,9.174588009206841
277,613,30,2024-01-12 12:00:00,89.86329567620731,7.441531709365922
278,901,3,2024-01-12 13:00:00,92.12466902479842,14.211225520050792
279,326,12,2024-01-12 14:00:00,61.29042798171679,11.36749758055602
280,113,31,2024-01-12 15:00:00,94.7359940926422,4.821207182232921
281,313,36,2024-01-12 16:00:00,90.67220585648097,5.6281499100335575
282,573,5,2024-01-12 17:00:00,84.57890869716286,8.139208134298366
283,650,18,2024-01-12 18:00:00,79.08383997784938,6.601765841150231
284,195,23,2024-01-12 19:00:00,72.73672461863194,5.836806689187617
285,998,7,2024-01-12 20:00:00,64.91169857767709,15.789525914585612
286,674,46,2024-01-12 21:00:00,87.60019080205035,10.350978782992799
287,70,15,2024-01-12 22:00:00,63.57243135327317,14.474235947366294
288,637,23,2024-01-12 23:00:00,78.20668229443471,9.633924476322782
289,394,24,2024-01-13 00:00:00,63.689590850488074,18.0783743916983
290,208,33,2024-01-13 01:00:00,78.11178609371358,17.754923785918216
291,252,48,2024-01-13 02:00:00,70.30647595267261,12.947556625567527
292,541,30,2024-01-13 03:00:00,97.85080859949454,10.398493235701899
293,323,44,2024-01-13 04:00:00,72.54314131463316,11.463702700948039
294,11,34,2024-01-13 05:00:00,63.836716927910324,12.934084846338962
295,741,9,2024-01-13 06:00:00,65.01003107358838,9.302369721220401
296,772,42,2024-01-13 07:00:00,77.24273298795502,3.397455207159522
297,945,31,2024-01-13 08:00:00,99.00586298838746,9.377671538097962
298,772,39,2024-01-13 09:00:00,97.0219369705309,14.961707529489267
299,792,1,2024-01-13 10:00:00,65.08070883338544,11.490308755219514
300,732,33,2024-01-13 11:00:00,64.51229980879913,13.343320766248754
301,696,33,2024-01-13 12:00:00,98.06162594218799,8.99765595609518
302,291,35,2024-01-13 13:00:00,82.5138577082731,13.001993348066687
303,294,39,2024-01-13 14:00:00,95.94706060916418,14.364026261793708
304,306,27,2024-01-13 15:00:00,87.6628836474849,4.396152437521069
305,856,9,2024-01-13 16:00:00,85.51519073226314,8.775468223116931
306,854,5,2024-01-13 17:00:00,83.81952455375732,7.75428046969514
307,666,41,2024-01-13 18:00:00,96.41151443818373,14.808180197392355
308,402,11,2024-01-13 19:00:00,79.85520030503169,4.428609375886042
309,187,31,2024-01-13 20:00:00,73.68763658382548,12.120833977041356
310,195,46,2024-01-13 21:00:00,77.54198124152092,7.744217532553867
311,302,43,2024-01-13 22:00:00,63.70324711088007,10.162230463980228
312,11,33,2024-01-13 23:00:00,74.49333080582066,14.020255036710843
313,137,29,2024-01-14 00:00:00,85.90037500380348,18.34296261703634
314,758,3,2024-01-14 01:00:00,96.37435745108058,6.808143268415814
315,993,26,2024-01-14 02:00:00,96.51549279787758,13.609630317696693
316,282,1,2024-01-14 03:00:00,61.230319371974524,5.417158369393769
317,356,15,2024-01-14 04:00:00,99.11348297672345,15.163983704380223
318,580,4,2024-01-14 05:00:00,61.011474055305285,11.283217199521431
319,628,12,2024-01-14 06:00:00,77.30295994823962,18.142317264717025
320,322,22,2024-01-14 07:00:00,69.93748298549635,10.133121049882263
321,520,24,2024-01-14 08:00:00,96.82177056965173,3.797139728759447
322,455,33,2024-01-14 09:00:00,75.46126121502476,17.20187536628368
323,868,17,2024-01-14 10:00:00,85.00330039052078,17.7836130825315
324,226,23,2024-01-14 11:00:00,77.64146863546591,3.747035528709009
325,680,27,2024-01-14 12:00:00,97.24663928928209,18.20137422090135
326,979,29,2024-01-14 13:00:00,72.33643749867772,18.693098900072528
327,221,15,2024-01-14 14:00:00,97.01885356317338,10.316463388082742
328,423,41,2024-01-14 15:00:00,82.15446588690071,8.348983528112214
329,902,21,2024-01-14 16:00:00,91.43811810128916,6.11944144581526
330,138,47,2024-01-14 17:00:00,90.66954363724714,7.041834325545654
331,169,44,2024-01-14 18:00:00,79.16840191551103,15.199289115262397
332,490,25,2024-01-14 19:00:00,67.7788699029009,18.539991013812557
333,325,17,2024-01-14 20:00:00,68.46904227713104,3.182503429262339
334,507,42,2024-01-14 21:00:00,95.7754575474751,16.92973615679471
335,216,13,2024-01-14 22:00:00,81.27962760044845,4.034600568785555
336,745,43,2024-01-14 23:00:00,99.87397968353315,10.90602019525453
337,406,8,2024-01-15 00:00:00,74.38037110181322,6.020462611153102
338,602,46,2024-01-15 01:00:00,61.516535599257246,9.619605130456556
339,819,40,2024-01-15 02:00:00,66.84005578330283,7.1968855928864635
340,933,35,2024-01-15 03:00:00,72.31231472063804,12.693857118274504
341,45,27,2024-01-15 04:00:00,94.66067451963983,2.7246160180495753
342,605,26,2024-01-15 05:00:00,60.96569525308142,19.143355399573196
343,996,46,2024-01-15 06:00:00,62.79193856653587,16.88315221623897
344,340,4,2024-01-15 07:00:00,86.2426386259805,10.730983389123317
345,338,44,2024-01-15 08:00:00,66.3130870292573,7.156781359732698
346,1000,29,2024-01-15 09:00:00,99.4326584518701,5.39835112858767
347,384,41,2024-01-15 10:00:00,91.47385490244838,17.720393054814245
348,109,2,2024-01-15 11:00:00,65.17837695207818,16.11593394014024
349,574,49,2024-01-15 12:00:00,99.04821827308479,12.281775146389869
350,873,42,2024-01-15 13:00:00,82.83272460921201,13.095514599025917
351,248,10,2024-01-15 14:00:00,97.54843917793697,19.718723260557397
352,760,1,2024-01-15 15:00:00,92.12167735760906,9.497861657103503
353,15,28,2024-01-15 16:00:00,94.86172919480069,7.341920466605258
354,975,30,2024-01-15 17:00:00,66.27873231486112,19.756127429299397
355,536,48,2024-01-15 18:00:00,97.28007612734649,13.40284294801554
356,831,16,2024-01-15 19:00:00,88.9976584412534,19.566278559581317
357,925,14,2024-01-15 20:00:00,98.56889169726622,2.9648431350837727
358,630,15,2024-01-15 21:00:00,99.64159414076619,13.515505827268253
359,593,24,2024-01-15 22:00:00,68.50446484988028,13.542624804685264
360,753,29,2024-01-15 23:00:00,90.46799120971087,8.971208042078215
361,239,36,2024-01-16 00:00:00,61.104047473864995,8.372627990969674
362,153,34,2024-01-16 01:00:00,73.49971483348162,14.512590087851706
363,127,4,2024-01-16 02:00:00,86.60401120010742,6.99709310629562
364,144,28,2024-01-16 03:00:00,89.57329626916658,14.36410287027362
365,946,30,2024-01-16 04:00:00,84.22781275295412,3.4316245152174063
366,465,21,2024-01-16 05:00:00,76.61006999382914,12.186133571993205
367,640,7,2024-01-16 06:00:00,92.98153234940885,10.732726299821268
368,495,50,2024-01-16 07:00:00,66.03055542537477,19.982915721646943
369,597,39,2024-01-16 08:00:00,83.66843005458215,17.854805247608386
370,748,31,2024-01-16 09:00:00,73.71991525924739,13.463426379095356
371,752,16,2024-01-16 10:00:00,75.12773195955407,5.818416309803623
372,219,29,2024-01-16 11:00:00,78.09253835916822,10.17266127795738
373,886,32,2024-01-16 12:00:00,87.87274884516441,12.983654813211707
374,517,14,2024-01-16 13:00:00,67.05379442785572,9.362018872069743
375,150,14,2024-01-16 14:00:00,68.7895766478158,12.487780772937054
376,545,49,2024-01-16 15:00:00,85.09341710208011,9.429481888210852
377,424,31,2024-01-16 16:00:00,91.81263622481174,15.6559478184698
378,386,40,2024-01-16 17:00:00,87.37594440054318,5.1511133622602205
379,867,4,2024-01-16 18:00:00,96.21689198979647,8.576325949711926
380,107,12,2024-01-16 19:00:00,66.84126244433156,10.049316755190176
381,467,44,2024-01-16 20:00:00,96.19927144299885,7.416127164654246
382,616,47,2024-01-16 21:00:00,65.32749057986615,16.483588417975838
383,859,45,2024-01-16 22:00:00,63.24697128473717,18.662183794869446
384,360,31,2024-01-16 23:00:00,68.84051990787833,19.61556051239336
385,420,44,2024-01-17 00:00:00,93.84984489177793,16.979803027521516
386,571,1,2024-01-17 01:00:00,64.22438614075126,18.51704851214689
387,935,30,2024-01-17 02:00:00,96.03539146295498,16.960087106123087
388,770,25,2024-01-17 03:00:00,94.51538959214051,15.86951459399504
389,489,16,2024-01-17 04:00:00,72.1627918144881,19.955750705259888
390,437,37,2024-01-17 05:00:00,65.10199061618263,12.607100457322149
391,914,11,2024-01-17 06:00:00,84.80449104864591,11.352106451669103
392,174,43,2024-01-17 07:00:00,75.05639746210305,18.049580062478746
393,791,3,2024-01-17 08:00:00,77.76432234533559,4.270702233858712
394,511,33,2024-01-17 09:00:00,74.29900473172626,11.82606950416045
395,54,17,2024-01-17 10:00:00,86.92424832767654,3.352161858065091
396,986,41,2024-01-17 11:00:00,70.30255505976714,15.86585715937082
397,331,16,2024-01-17 12:00:00,76.11778817717948,19.162575325486113
